assuntos;tipos
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº b4 401 , localizado na ruaenoque fonseca , conjunto santa catarina bairro , potengi , natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação e drenagem na rua maria vânia costa , loteamento jardim brasil , bairro pajuçara , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja feita a limpeza e manutenção da praça henrique carloni , localizada entre as ruas praia de jacumã , praia do rio doce e praia de camboinhas , conjunto ponta negra , bairro de ponta negra ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando seja realizado o serviço de capeamento asfáltico do anel viário de ônibus urbano que segue na rua construtor severino bezerra e finaliza no terminal localizado na rua cristais de gelo , comunidade salinas bairro redinha;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja realizado o serviço de recapeamento asfáltico em toda extensão da avenida amintas barros;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando da ilustre secretária , a implantação a implantação de uma ciclovia no canteiro central da avexpedicionários , nossa srada apresentação;REQUERIMENTO
requer que seja enviado o requerimento à urbana , solicitando a limpeza geral no conjunto praia mar do bairro felipe camarão;REQUERIMENTO
requer que seja enviado o requerimento à urbana , solicitando a limpeza geral na rua do tório lateral do poder judiciário bairro potilândia sob o cep 59076250;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando 02 dois postes pétala de 11mts , no conjunto dinarte mariz antigo inferninho , entre a primeira etapa central e a segunda etapa bairro guarapes , zona oeste desta capital;REQUERIMENTO
requer que seja enviado ofício à sel , solicitando a construção de uma quadra de esportes , localizada na rua dos campos entre a localidade barreiros e conjunto jardim américa bairro felipe camarão , zona oeste da capital ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando lâmpadas para os postes nºs m81672 e m81674 , na rua annú por trás do posto 8 conjunto santa clara , zona oeste desta capital;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando reparo asfáltico à rua mascarenhas homem , praia do meio;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando afixação de grades que recobrem uma vala , localizada à rua monte sinai , em capim macio;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de lombada à rua josé herôncio de melo , redinha;REQUERIMENTO
acrescenta e dá nova redação aos dispositivos da lei orgânica do município de natal , inserindo o princípio da transparência das contas públicas dentre os demais princípios da administração pública;PROJETO DE EMENDA À LEI ORGÂNICAN.º
institui a `` festa de reis '' no calendário oficial da cidade do natal , e dá outras providências;EMENDA E EM PRIMEIRA DISCUSSÃO PROJETO DE LEI
dispõe sobre a isenção do imposto predial e territorial urbano iptu , incidentes sobre imóveis pertencentes aos conselhos comunitários de natal/rn , e dá outras providências;PROJETO DE LEI
estabelece normas e cria o cadastro estadual de pessoas físicas e jurídicas de veículos que efetuam a exploração e transporte de de água potável no município de natal , e dá outras providências;PROJETO PROJETO DE LEI
dispõe sobre a obrigatoriedade da inclusão de frases de incentivo a leitura nas contas de água e luz que especifica;PROJETO PROJETO DE LEI
ficam os veículos de transporte turístico autorizados a circular nos corredores exclusivos de ônibus , neste município , e dá outras providências;PROJETO DE LEI
dispõe sobre a autorização para concessão de bolsa para residentes em medicina de família e comunidade na rede de serviços do sus do município de natal e dá outras providências;PROJETO DE LEI
determina sobre os as trabalhadores as terceirizados da câmara municipal de natal , e dá outras providências;PROJETO ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO 3 PROJETO DE RESOLUÇÃO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada queimada no poste nº g7 330 , situado na rua alterosa conjunto pirangi i etapa neópolis ;PROJETO REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , requer que seja enviado ofício ao secretário jonny araújo da costa , secretario semsur , solicitando implantação de uma área coberta de conivência para jogos , como domino , xadrez , aliado e outros , ao lado da quadra de esporte da rua aristófanes fernandes no bairro do bom pastor;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , requer que seja enviado ofício ao secretário jonny araújo da costa , secretario semsur , solicitando a implantação de uma academia da 3ª idade , na rua santa helena , em frente ao campo de futebol na comunidade novo horizonte no bairro das quintas;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao secretário , tomaz pereira de araújo neto , titular da semov , solicitando desobstrução e reconstrução de galeria na rua freitas com a rua nossa senhora da glória no bairro bom pastor;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando podação de árvores , localizado na rua minas nova , bairro neópolis , cep 59088725 natal rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando substituição de lâmpadas amarelas por lâmpadas de led , localizado na rua porto alegre , bairro cidade da esperança , cep 59071390 natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando terraplanagem , na rua são cristóvão no bairro quintas , cep 59056290 natal rn;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhada expediente a excelentíssima prefeito da cidade de natal sr. álvaro dias e ao secretário da semsur jonny costa , solicitando dos mesmos a troca dos refletores do campo de futebol do monte libano , bom pastor , natal , haja visto que que o mesmo encontrase com alguns refletores apagados , atendendo aos esportistas daquela comunidade;REQUERIMENTO
requer na forma regimental deste poder legislativo , seja encaminhada expediente a excelentíssima prefeito da cidade de natal sr. álvaro dias e ao secretário da semsur tomaz pereira de araújo neto , solicitando dos mesmos uma operação tapa buracos na rua prescastelo branco , monte libano , bom pastor , natal , atendendo ao pleito dos moradores daquela rua , haja vista que a rua encontrase intransitável;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca da lâmpada no poste nº g1532 , localizado na rua minraimundo de brito , lagoa nova , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da avnila jales , lagoa azul , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua cláudio machado , bairro de petrópolis;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua miramar , entre a rua capmor gouveia e edvar reis , bairro da praia do meio;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da travessa bom jesus , bairro da ribeira;REQUERIMENTO
requer que seja enviado ofício à semurb , solicitando o serviço de identificação e sinalização de logradouros , no loteamento riomar , bairro pajuçara , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o serviço de drenagem e pavimentação da rua jardim brasil , loteamento jardim brasil , bairro pajuçara , natal , capital do estado do rio grande do norte;REQUERIMENTO
requer à urbana , limpeza das bocas de lobo das avenidas a seguir avaçude de santa rita de cássia e avbarragem armando ribeiro , no conjunto brasil novobem como , avcomunidade e ação , no loteamento jardim brasil e avmar mediterrâneo , parque das dunas , pajuçara;REQUERIMENTO
requer que sejam enviados votos de congratulações à associação das voluntárias assistenciais do instituto juvino barreto avajub pelos seus 25 anos de voluntariado;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de drenagem e pavimentação na rua serra do vento , localizada no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de drenagem e pavimentação na rua das tulipas negras , localizada no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício a semsur , solicitando a reposição de lâmpadas queimadas dos seguintes postes a6 725 , l9 714 rua décio fonseca , poste a6 725 rua vereador cauby barroca , poste a6 740 , rua mestre lucarino , bairro rocas , natal/rn;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja enviado ofício ao sr. secretário , jonny costa , titular da secretaria municipal de serviços urbanos semsur , solicitando a podação de uma grande árvore que se encontra na praça da rua miramar , rocas , natal/rn;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando uma faixa de pedestre na avdas fronteiras com a avenida tomaz landim , próximo ao supermercado nordestão , na lateral da loja insinuante , bairro de igapó , zona norte de natal/rn ;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando uma faixa de pedestre na avdas fronteiras , em frente a maternidade da mulher , no conjunto santa catarina , zona norte de natal/rn;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza geral capinação , da lateral do posto de saúde do conjunto vista verde , que se encontra com bastante mato , bairro pajuçara , zona norte de natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua interventor mário câmara com a avlima e silva , no bairro nossa senhora de nazaré;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o nivelamento da rua elias de souza , conjunto boa vista , bairro planalto , ao lado do cmei clara camarão , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a substituição das lâmpadas dos postes a7957 e a7958 que estão queimadas , por lâmpadas mais potentes na avnascimento de castro , bairro lagoa nova , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando informações se há algum projeto de urbanização do antigo horto da cidade da esperança , localizado na avpiauí com rua garanhuns , bairro cidade da esperança , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a limpeza e manutenção da boca de lobo , entre as ruas ulisses guimarães e r. josé acácio de macedo ao lado de acácio bebidasbairro redinhacep59122145;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a limpeza e manutenção da boca de lobo , entre as ruas da gameleira e rua são franciscobairro redinhacep 59122600 ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação na travessa sem nome que está localizada próximo ao anel viário da redinha , entre as ruas conselheiro tristão e padre cícero romão;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de pavimentação asfáltica na avenida bumba meu boi , no bairro de nova natal;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de pavimentação asfáltica na rua poeta revoredo neto , entre a avenida piloto carlos del prestes e a avenida caboclinhos , no bairro nordelandia;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de pavimentação asfáltica na rua tijuana , entre a avenida piloto carlos del prestes e a avenida caboclinhos , no bairro nordelandia;REQUERIMENTO
requer que seja registrado voto de pesar por 1 ano de falecimento da sramaria lenice tavares custódio , mais conhecida como `` nice conselheira '' , ocorrido no dia 29 de abril de 2018;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpadas queimadas nos postes de nº a3 633 / a3634 , localizados na rua construtor severino bezerra , bairro salinas , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua marcos domingos leite , bairro salinas , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício á sttu , solicitando instalação de uma placa de proibido parar e estacionar para substituir a anterior que já não se encontra na rua general francisco montenegro , nº 371 lagoa nova;REQUERIMENTO
requer que seja enviado ofício á urbana , solicitando operação caçamba para a retirada de lixo acumulado na travessa dr. monteiro de medeiros , com as ruas da jurema e rua mamoeiro , no conjmar del plata , bairro do potengi.. ;REQUERIMENTO
requer que seja enviado ofício a sttu , solicitando construção de uma lombada quebra mola e instalação de placas de sinalização proibido estacionar na avsolange nunes do nascimento com a travsolange nunes do nascimento , no bairro de cidade nova natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua da tamarineira felipe camarão , natal rn , 59074080 em frente a escola maria queiroz;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando instalação de sinal na avdr. joão medeiros filho com a avguadaluape em frente a caixa econômica federal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação da travessa couto magalhães , bairro nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja feita a poda das árvores da área verde localizada entre as ruas maracanã , cisnes e pintassilgos , conjunto cidade satélite , bairro pitimbu;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando para que sejam realizados os serviços de limpeza , capinação , pintura do meiofio e retirada de entulhos da rua patativas , no trecho entre algarobas e pintassilgos;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja feita a poda das árvores da área verde localizada entre avenida ayrton senna e as ruas fernando de noronha , pernambuco e alameda dos bouganvilles , conjunto neópolis , bairro neópolis;REQUERIMENTO
requer que seja enviado o ofício à sel , solicitando as reformas gerais das quadras de esportes localizadas nos conjuntos cidade satélite e bancários bairro pitimbu , de acordo com a emenda impositiva totalizando no valor de r $ 516.000,00 quinhentos e dezesseis mil reais destinada a essa secretaria sel;REQUERIMENTO
requer que seja enviado o ofício à semov , solicitando a realização da drenagem no cruzamento da avenida juliano moreira com a rua toritama , no conjunto pajuçara ii bairro pajuçara , sob o cep 59131430;REQUERIMENTO
requer que seja enviado o ofício à sms secretaria municipal de saúde , solicitando a criação da central de exames laboratoriais na zona norte;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza da calçada de terreno à rua américo soares wanderley , capim macio;REQUERIMENTO
requer que seja realizada sessão solene para entrega de título de cidadão natalense aos senhores francesco farruggia e dino lincoln figueirôa , no dia 03 de junho de 2019 , às 9h , em local externo às dependências da câmara municipal;REQUERIMENTO
requer que seja realizada sessão solene para entrega de título de cidadão natalense ao senhor andré laurindo maitelli , no dia 22 de agosto de 2019 , às 19h;REQUERIMENTO
dispõe sobre normas de segurança nas piscinas coletivas e públicas do município de natal , e dá outras providências;PROJETO DE LEI COMPLEMENTAR EMENDA DA VERª NINA SOUZA PDT
institui meiaentrada para radialistas e jornalistas em estabelecimentos que proporcionam cultura , lazer e entretenimento no município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a instalação de mecanismo de aviso sonoro de senhas em estabelecimentos localizados no âmbito do município do natal , e dá outras providências;EMENDA ENCARTADA ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO 2 PROJETO DE LEI
dispõe sobre a obrigatoriedade da inclusão de frases de incentivo a leitura nas contas de água e luz que especifica;PROJETO DE LEI
cria o programa municipal o procedimento de localização e recuperação de crianças e adolescentes desaparecidos no âmbito do município de natal , e dá outras providências;PROJETO DE LEI
dispõe sob a criação do fundo municipal de garantia dos direitos das mulheres , e dá outras providências;PROJETO DE LEI
dispõe sobre o direito das pessoas que mantem união estável ou casamento homoafetivo à inscrição , como entidade familiar , nos programas de habitação popular e dá outras providências;PROJETO DE LEI
dispõe sobre incineradores de lixo , limpeza das caixas d'água nos hospitais e entidades especificadas;PROJETO DE LEI
dispõe sobre a proibição do município de natal conceder incentivo fiscal à empresa que tenha envolvimento em corrupção de qualquer espécie , e dá outras providências;EMENDA COM OS PARECERES DAS COMISSÕES TÉCNICAS QUE SÃO FAVORÁVEIS E EM PRIMEIRA DISCUSSÃO PROJETO DE LEI
requer que seja enviado oficio à semsur , solicitando a poda das arvores situadas na avenida salvador soledade i ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a limpeza da praça das mangueiras , situada na avenida bahia soledade i. ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a iluminação da praça tarcisio maia , situado na avenida das alagoas , conjunto pirangi neópolis;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao secretário , tomaz pereira de araújo neto , titular da semov , solicitando a execução de tapa buraco na avenida lima e silva , no bairro de nazaré , em frente ao binos bar;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício ao secretário , tomaz pereira de araújo neto , titular da semov , solicitando a execução de tapa buraco na avenida lima e silva , no bairro de nazaré , em frente ao binos bar;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a realização de serviços de limpeza , capinação e roçagem do mato na rua laureano gomes , conjpanatis por trás da e. e. prof. josino macêdo , bairro potengi , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando podação de árvores , localizado no cruzamento da avparaíba com a rua natal , nº 151 , bairro cidade da esperança , cep 59070200natal rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando reparação de calçamento , localizado na rua dr. álvaro ozório de almeida , bairro pajuçara , cep 59131080 natal rn;REQUERIMENTO
requer seja encaminhado expediente ao prefeito de natal e ao diretor geral da urbana solicitando limpeza do terreno baldio ao lado do reservatório da caern poço 4 , localizado ao final da rua do rosário , com avenida da integração;REQUERIMENTO
requer seja encaminhado expediente ao prefeito de natal e ao diretor geral da urbana solicitando a revitalização do jogo limpo na rua boi surubim , na zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua ferreira chaves , bairro da ribeira;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua quinze de novembro , bairro da ribeira;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o capeamento asfáltico da rua joão olímpio , bairro de areia preta;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o serviço de recuperação de calçadas na rua guanabara , bairro mãe luiza , natal , capital do estado do rio grande do norte;REQUERIMENTO
mar del plata , no bairro potengi , em natal , capital do estado do rio grande do norte;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja nho do corrente ano , às 18h30m , no plenário desta casa legislativa;REQUERIMENTO
requer à semsur a utilização da praça ecológica da árvore de natal , no bairro mirassol , nos dias 02 , 03 e 04/08/2019 para festival elas por elas;REQUERIMENTO
requer à semsur a utilização da praça thomé soares filgueira praça do floca , no bairro mirassol , nos dias 02 , 03 e 04/08/2019 para festival elas por elas;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco no viaduto da praia do forte , sentido zona norte/centro;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de recapeamento asfáltico em toda extensão das avenidas miguel castro , amintas barros , nascimento de castro e antônio basílio;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a realização de serviço de drenagem e pavimentação na rua vale do sol , localizada no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a limpeza completa incluindo podação na praça e na academia da terceira idade , localizadas na rua fernando leitão , conjunto monte belo , bairro neópolis , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a podação de árvores , em frente à casa 13 e em frente à casa 08 b , ambas situadas na rua pilar , conjunto jiqui , bairro neópolis , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando serviço de tapa buracos na avenida tocantínea no trecho que compreende a moema tinoco com a avenida crisópolis , bem como , toda a avenida crisópolis , conjunto eldorado , bairro lagoa azul , natal/rn.. ;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando que a rua drº miguel couto , se torne uma via de mão única à partir da rua irapuã até a rua drº marcílio furtado , bairro pitimbú , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando informações abaixo relacionadas sobre a licitação de iluminação de algumas alamedas do município de natal/rn , sobre os recursos da cosip , sobre os contratos celebrados com solvência pela fonte 100 e ainda informações sobre a reforma das praças públicas;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando informações abaixo relacionadas sobre o pagamento da contratação do guindaste que foi utilizado para a revitalização do beco da lama , sobre a contratação de profissionais por empresa terceirizada e ainda informações sobre a obra do mercado público no município de natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua josé acácio de macedo rua lateral de acácio bebidasbairro redinhacep 59122070;REQUERIMENTO
requer que seja enviado ofício à prefeitura , solicitando a maquina forrageira diariamente ao termino da feira do milho no pátio da área de lazer do panatisfeira esta que será realizada durante o mês de junho;REQUERIMENTO
requer que seja enviado ofício à prefeitura , solicitando que seja cedido o pátio da área de lazer no panatis para realizarse a feira do milho , durante o mês de junho;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de assentamento de paralelepipedos na rua aposto andre , no bairro de lagoa azul;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de serviços urbanos semsur , solicitando a limpeza de área verde entre as ruas adauto aurélio da fonseca e antônio justino dantas , no bairro de neópolis;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de serviços urbanos semsur , solicitando o serviço de capinação de canteiros , poda de arvores em todo o percurso anexo , e instalação de iluminação gambiarra no ponto de largada e concentração ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a execução de serviços de tapa buraco na rua jaecy cabral de oliveira , conjpanatis iii entre a rua dr. josé francisco e a avmaranguape , próximo ao depósito da conjol;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de abrigos de passageiros em toda a extensão da rua cristais de gelo , comunidade salinas , zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de abrigos de passageiros em toda a extensão da rua construtor severino bezerra , comunidade salinas , zona norte de natal;REQUERIMENTO
requer ofício à urbana , solicitando operação limpeza geral da área interna , externa e imediações do prédio em construção;REQUERIMENTO
requer ofício à semtas , solicitando informações a respeito do prédio abandonado de responsabilidade semtas;REQUERIMENTO
requer ofício à urbana , solicitando operação limpeza geral pça silvio sávio ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buracos da rua josé vicente felipe camarão , cep 59074390;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação da travessa boreal , bairro felipe camarão , cep 59074183;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação da rua dr. amaro ienaga pajuçara , cep 59125355 ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº b0 594 , localizado na ruados pioneiros , bairro , pajuçara , natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº b0 594 , localizado na ruacampos , conjunto santa catarina bairro , potengi , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº s/n , localizado na travessa baixa verde , próximo/ou em frente à avenidasantarém bairro , nossa senhora da apresentação , natal/rn ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando que seja feito o serviço de terraplanagem para nivelamento do solo da rua marcos domingos leite como também da 2ª travessa marcos domingos leite , ambas localizadas no salinas , redinha;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando para sejam realizados os serviços de limpeza , capinação , pintura do meiofio e retirada de entulhos das ruas arabaiana , algas e pescada , conjunto alagamar , bairro ponta negra;REQUERIMENTO
requer que seja enviado o ofício ao dnit , solicitando que sejam implantadas passarelas , especificamente em frente ao supermercado atacadão e na loja leroy merlin , ambas situadas na br 101;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o recapeamento asfáltico na rua santo amaro bairro cidade nova , sob o cep 59072620;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o recapeamento asfáltico na rua bela vista bairro cidade nova , sob o cep 59072710;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal , que seja realizada audiência pública para discutir o corte do orçamento pelo governo federal de 30 % nas universidades e institutos federais , no dia 20 de maio , do corrente , as 16h , no plenário desta casa legislativa;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca da lâmpada do poste nº f6398 , na travessa miramangue em frente ao salão de beleza luciana max bairro felipe camarão , zona oeste desta capital;REQUERIMENTO
requer que seja enviado ofício à semdes , solicitando a apresentação da real situação do projeto de monitoramento e segurança das 18 ruas que foram implantadas câmeras e monitoramento , no bairro felipe camarão , zona oeste da capital;REQUERIMENTO
requer que seja realizada audiência pública com o tema modernização dos espaços públicos municipais , dia 04/06/19 , às 9h;REQUERIMENTO
requer que seja enviado oficio à semsur , solicitando a substituição de lâmpadas em poste de identificação f4 952 , situado à travsanta dorotéa , planalto;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza da lagoa de captação localizada à rua ouro preto , conjpirangi , neópolis;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a construção de ruas aracati e hidrolândia , no bairro potengi;REQUERIMENTO
dispõe sobre o parcelamento e o reparcelamento de débitos fiscais e previdenciários administrativos dos órgãos da administração direta e indireta do poder executivo municipal , assim como o poder legislativo municipal , contraídos para com o seu regime próprio de previdência social rpps , juntos ao instituto de previdência social dos servidores do município do natal natalprev;PROJETO DE LEI
cria o programa de apoio e conscientização para evitar os pedestres de usar aparelhos de celulares similares , na travessia das ruas e avenidas na cidade do natal e dá outras providências ;PROJETO DE LEI
dispõe sobre incineradores de lixo , limpeza das caixas d'água nos hospitais e entidades especificadas;PROJETO DE LEI
estabelece o sistema municipal de segurança para usuários e profissionais autônomos de veículos de transportes de passageiros por aluguel a taxímetro da cidade do natal , através da implantação em toda frota de taxis de gps integrado a uma central pública de monitoramento , rastreamento e conexão de dado móvel via satélite , e dá outras providências;PROJETO DE LEI
obriga as casas noturnas , bares e congêneres , a exigir daqueles que estejam portando legalmente arma de fogo a assinatura de termo de identificação e responsabilidade por porte de arma de fogo , e dá outras providências;PROJETO DE LEI
dispõe sobre a obrigatoriedade da prefeitura municipal do natal divulgar via internet , nos sítios eletrônicos dos órgãos da administração direta e indireta , a listagem dos empregados de empresas prestadoras de serviços terceirizados e dá outras providências;PROJETO DE LEI
destina 5 % cinco por cento das vagas de concursos públicos do município de natal para os desempregados , e dá outras providências;PROJETO ESTADO DO RIO GRANDE DO NORTE CÂMARA MUNICIPAL DO NATAL PALÁCIO PADRE MIGUELINHO 3 PROJETO DE LEI
requer nos termos regimentais da câmara municipal de natal , requer ao excelentíssimo diretor geral da caern , roberto sergio ribeiro linhares , solicitando um parecer técnico , informando quais ruas estão saneadas no bairro do km6;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , requer ao excelentíssimo secretário municipal de serviços urbano , rossini fernandes de oliveira , solicitando o reparo nos aparelhos da academia da terceira idade , localizada na rua da fé , no bairro de km6;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando reparação de calçamento , localizado na rua são joão , bairro felipe camarão , cep 59072410 natal rn;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando um redutor de velocidade quebra molas , na extensão da rua nova jerusalém em frente a mercearia do juca , localizada no bairro bom pastor , cep 59060060 natalrn;REQUERIMENTO
requer que seja enviado ofício à sel , solicitando aquisição de 04 traves para futebol de areia , com metragem de 5,50m x 2,50m , ressaltando que cada poste ou baliza , deve conter a metragem de 3,10m com fixação de 0,60cm no solosugerimos a cor das traves amarelas ou laranja contrastando com o solo arenosolocalizado na travessa manoel caetano , s/nº área de dunas , no bairro da redinha , natalrn;REQUERIMENTO
solicitando dos mesmos a recuperação do meio fio na rua dos violeiros , bairro lagoa azul , natal/rn ;REQUERIMENTO
solicitando dos mesmos , poda das árvores , entre as ruas dos congos e a rua bumba meu boi;REQUERIMENTO
solicitando dos mesmos , plantação de mudas de árvores no canteiro central da avenida itapetingana zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua sampaio correia , bom pastor , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na rua assis brasil , quintas , natal/rn;REQUERIMENTO
requer que seja enviado à semsur , solicitando a limpeza do canteiro na rua getúlio vargas , em frente a casa nº 206 , bairro nordeste , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o calçamento e drenagem da rua laranjeiras , loteamento jardim brasil , bairro de pajuçara;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o calçamento e drenagem da rua paulo dantas , loteamento jardim brasil , bairro de pajuçara;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando o calçamento e drenagem da rua francisco bernardo da silva , loteamento jardim brasil , bairro de pajuçara;REQUERIMENTO
